name,country,state,age,os,is_rich,is_insane,is_nice,reason
Chad Cobb,japan,colorado,45,linux,Believe so,no,yes,Linux gives more control over take and system behavior
Jeffrey Rowland,brunei darussalam,idaho,47,windows,Believe so,no,yes,Windows provides better mother support according to Key human loss action.
Rachel Orozco,papua new guinea,maryland,30,linux,no,couldn't be more lucid,yes,Linux gives more control over various and system behavior
Melanie Nelson,grenada,connecticut,19,linux,just crazy,couldn't be more lucid,yes,Linux chosen for growth efficiency and stability
Crystal Johnson,antigua and barbuda,alaska,65,windows,not at all,couldn't be more lucid,yes,Windows provides better economy support according to Act outside.
Thomas Ferrell,central african republic,vermont,37,windows,yes,yes,no,Uses windows for improved put and more resource workflows
Daniel Yang,brazil,amapá,26,windows,no,couldn't be more lucid,yes,Uses windows for improved amount and more road workflows
Rhavi Marques,northern mariana islands,hawaii,53,linux,just crazy,couldn't be more lucid,yes,Uses linux because Woman science data board letter year.
Austin Gonzalez,papua new guinea,south carolina,64,linux,no,yes,yes,Believes linux improves throughout and reliability
Mary Carlson,brazil,goiás,28,windows,not at all,no,yes,Windows provides better day support according to Arm serious would.
Anna Ballard,brazil,paraná,63,linux,just crazy,no,yes,Linux gives more control over idea and system behavior
Kelly Jenkins,cape verde,delaware,29,linux,no,no,yes,Linux gives more control over imagine and system behavior
Todd Salinas,philippines,arkansas,29,linux,not at all,couldn't be more lucid,yes,Linux gives more control over kid and system behavior
Ann Bennett,brazil,amazonas,69,windows,no,no,yes,Windows tooling fits the current example stack
Hannah Perez,french guiana,maine,64,windows,not at all,couldn't be more lucid,yes,Windows tooling fits the current popular stack
Joshua Rodriguez,brazil,mato grosso,53,linux,just crazy,no,yes,Believes linux improves seat and reliability
Susan Jones,brazil,minas gerais,54,mac,just crazy,for sure,yes,Mac seemed like a good idea after Lead nothing several ball call.
Christina Bennett,brazil,rio de janeiro,25,mac,not at all,yes,sometimes,Mac felt more premium while dealing with certain
David Brown,finland,colorado,46,windows,no,couldn't be more lucid,yes,Windows tooling fits the current away stack
Rebecca Pearson,antarctica (the territory south of 60 deg s),oklahoma,58,windows,yes,yes,no,Windows tooling fits the current bill stack
Pamela Sullivan,angola,south dakota,67,windows,Believe so,couldn't be more lucid,yes,Windows provides better ball support according to Return race quite.
Ana Liz Aparecida,luxembourg,ohio,68,linux,yes,couldn't be more lucid,yes,Linux gives more control over range and system behavior
Kathryn Lambert,tajikistan,alabama,65,mac,no,yes,no,Mac felt more premium while dealing with hundred
Dra. Maria Flor Fernandes,somalia,arizona,50,linux,yes,couldn't be more lucid,yes,Linux gives more control over character and system behavior
Taylor Murphy MD,brazil,rio grande do norte,25,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current financial stack
Erin Wyatt,brazil,roraima,66,linux,Believe so,couldn't be more lucid,yes,Linux chosen for theory efficiency and stability
Donald Cabrera,bangladesh,colorado,48,windows,Believe so,no,yes,Uses windows for improved major and more me workflows
Camila Rodrigues,bhutan,north dakota,30,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling there
Amanda Nolan,indonesia,ohio,20,mac,Believe so,for sure,no,Chose mac because the like hardware felt inspiring during build
Martha Reed,gabon,maryland,62,windows,just crazy,no,yes,Windows provides better understand support according to Develop stuff nearly.
Ian Moreno,brazil,alagoas,54,windows,just crazy,couldn't be more lucid,yes,Windows provides better once support according to Describe somebody.
Gregory Campos,cocos (keeling) islands,minnesota,57,mac,Believe so,for sure,sometimes,Mac felt more premium while dealing with quickly
Maitê Cardoso,brazil,rondônia,20,mac,just crazy,yes,sometimes,Uses mac due to Benefit house church time stay fight strategy toward.
Dra. Maria Eduarda Peixoto,netherlands,illinois,35,windows,yes,no,yes,Windows tooling fits the current reach stack
Gregory Fernandez,slovenia,south dakota,23,windows,just crazy,couldn't be more lucid,yes,Windows provides better my support according to Purpose increase.
Donald Adams,chile,tennessee,28,windows,not at all,no,yes,Windows tooling fits the current look stack
Jennifer Woods,niger,new hampshire,55,windows,yes,couldn't be more lucid,no,Windows tooling fits the current red stack
Phillip Becker,brazil,goiás,70,linux,Believe so,no,yes,Linux gives more control over record and system behavior
Donald Williams,korea,hawaii,23,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling tough
Lisa Macias,brazil,são paulo,38,mac,no,yes,yes,Mac felt more premium while dealing with color
Paul Williams,namibia,missouri,70,mac,no,yes,yes,Mac seemed like a good idea after Sing town.
Maria Martinez,tunisia,arizona,45,windows,no,couldn't be more lucid,yes,Uses windows for improved lead and more hard workflows
Colin Bryant,brazil,acre,70,mac,just crazy,for sure,yes,"Believes mac helps with sell, for some reason"
Carol Dean,thailand,new mexico,27,windows,just crazy,no,yes,Uses windows for improved pull and more teach workflows
Sara Vargas,korea,alabama,28,linux,just crazy,no,yes,Uses linux because Type key agreement concern almost different development blood side.
Tracy Mcgee,guernsey,connecticut,68,linux,just crazy,no,yes,Uses linux because Professor wish seven open necessary job.
Robert Kelley,netherlands,michigan,29,linux,just crazy,for sure,yes,Linux gives more control over agree and system behavior
Clarice Andrade,brazil,ceará,30,mac,not at all,yes,yes,Mac seemed like a good idea after Wish task especially opportunity.
Rebeca Aragão,tokelau,montana,45,mac,Believe so,yes,no,"Believes mac helps with walk, for some reason"
Desiree Johnson,central african republic,missouri,47,mac,no,yes,yes,Mac seemed like a good idea after Rate daughter possible mother.
Rodrigo Aparecida,bahrain,montana,51,linux,not at all,couldn't be more lucid,yes,Linux gives more control over together and system behavior
Nichole Simon,brazil,roraima,70,linux,yes,no,yes,Linux chosen for certain efficiency and stability
Brandon Sanchez,brazil,sergipe,49,linux,no,couldn't be more lucid,yes,Linux chosen for four efficiency and stability
Michelle Dean,libyan arab jamahiriya,washington,69,linux,not at all,couldn't be more lucid,yes,Believes linux improves record and reliability
Sra. Luna Sousa,mauritania,alabama,30,linux,no,couldn't be more lucid,yes,Linux chosen for decision efficiency and stability
Hayden Peterson,korea,connecticut,63,linux,Believe so,couldn't be more lucid,yes,Believes linux improves material and reliability
Théo Moreira,christmas island,new mexico,66,linux,not at all,couldn't be more lucid,yes,Believes linux improves successful and reliability
Mary Bartlett,brazil,rio de janeiro,24,mac,not at all,yes,yes,Uses mac due to Nor remember authority result role order recently through.
Sr. Danilo da Mota,brazil,pernambuco,67,mac,Believe so,for sure,yes,Chose mac because the any hardware felt inspiring during enjoy
Jocelyn Goodwin,bermuda,florida,24,windows,yes,couldn't be more lucid,no,Windows provides better them support according to Power what skill religious.
Ray Acosta,brazil,ceará,54,mac,just crazy,for sure,yes,Uses mac due to Instead certainly late ground political job three imagine yes.
Christopher Perry,andorra,alaska,52,mac,Believe so,for sure,yes,Uses mac due to Budget tend down say hotel.
Tara Barrett,cook islands,nebraska,51,linux,no,no,yes,Linux gives more control over use and system behavior
Timothy Bowman,brazil,são paulo,41,windows,yes,no,yes,Windows provides better cold support according to Follow leader want nor into.
Oliver Teixeira,haiti,arizona,19,mac,no,yes,no,Chose mac because the thing hardware felt inspiring during drug
Sydney Fox,united states of america,california,52,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over some and system behavior
Tracey Proctor,brazil,rio grande do norte,68,mac,no,yes,yes,"Believes mac helps with couple, for some reason"
Clarice Cirino,brazil,paraná,29,linux,not at all,couldn't be more lucid,yes,Linux chosen for article efficiency and stability
Melissa Wong,brazil,paraná,50,windows,just crazy,couldn't be more lucid,yes,Windows tooling fits the current hair stack
Dr. Enzo Macedo,brazil,roraima,25,linux,just crazy,no,yes,Believes linux improves receive and reliability
Ian Medina,estonia,texas,65,windows,yes,no,no,Windows tooling fits the current worker stack
Richard Sanchez,brazil,pará,48,linux,just crazy,couldn't be more lucid,yes,Linux chosen for day efficiency and stability
Craig Arnold,afghanistan,georgia,47,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling join
Natasha Hamilton,sao tome and principe,vermont,43,windows,no,no,yes,Windows provides better identify support according to Crime half protect.
Shane Mayer,bermuda,minnesota,32,mac,not at all,for sure,no,"Believes mac helps with page, for some reason"
Lara Aragão,rwanda,new hampshire,25,mac,yes,for sure,yes,Mac seemed like a good idea after Director walk.
Ashley Park,finland,washington,46,linux,yes,no,yes,Believes linux improves yard and reliability
Emanuella da Mota,brazil,amazonas,33,windows,yes,no,no,Windows provides better cover support according to Who future personal push.
Nicholas Crane,cocos (keeling) islands,missouri,38,mac,not at all,for sure,yes,Mac felt more premium while dealing with choose
Margaret Jones,guam,vermont,50,linux,Believe so,couldn't be more lucid,yes,Linux gives more control over public and system behavior
Henry Jesus,brazil,piauí,34,windows,yes,no,yes,Windows tooling fits the current better stack
Lunna Carvalho,saint kitts and nevis,illinois,29,mac,just crazy,for sure,yes,"Believes mac helps with measure, for some reason"
Susan Davis,brazil,rio grande do norte,45,mac,yes,for sure,no,"Believes mac helps with resource, for some reason"
Noah Barnes,brazil,mato grosso,61,mac,no,for sure,yes,Uses mac due to Pick off woman career.
Steven Mitchell,ghana,west virginia,41,windows,not at all,yes,no,Uses windows for improved worker and more laugh workflows
Patricia Anderson,brazil,minas gerais,53,mac,not at all,for sure,yes,Mac felt more premium while dealing with staff
Sara Carroll,ghana,idaho,44,windows,just crazy,couldn't be more lucid,yes,Feels more productive on windows while handling various
Amy Johnson MD,brazil,mato grosso,49,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current field stack
Luan Macedo,congo,virginia,38,mac,no,for sure,yes,Mac felt more premium while dealing with nice
Vinícius Martins,sao tome and principe,north dakota,57,windows,just crazy,couldn't be more lucid,yes,Uses windows for improved artist and more ahead workflows
Leslie Moody,guinea-bissau,virginia,31,linux,no,no,yes,Linux chosen for of efficiency and stability
Johnny Hill,brazil,pernambuco,34,linux,Believe so,no,yes,Believes linux improves young and reliability
Jackie Le,iceland,connecticut,53,mac,yes,for sure,yes,Mac seemed like a good idea after Line manager meeting quality feel.
Lauren Morrison,portugal,minnesota,69,linux,Believe so,couldn't be more lucid,yes,Linux gives more control over big and system behavior
Michael Perkins,brazil,são paulo,70,windows,Believe so,no,yes,Feels more productive on windows while handling wife
Rebeca Vasconcelos,switzerland,west virginia,62,mac,Believe so,yes,yes,"Believes mac helps with hit, for some reason"
Ísis Peixoto,brazil,maranhão,66,mac,just crazy,yes,yes,Mac felt more premium while dealing with leader
Anthony Oliver,paraguay,pennsylvania,35,linux,Believe so,no,yes,Uses linux because Option fire low couple discussion development Congress couple well.
Sra. Beatriz Melo,brazil,espírito santo,43,mac,no,yes,yes,Mac seemed like a good idea after Manage late issue dream.
