name,country,state,age,os,is_rich,is_insane,is_nice,reason
Srta. Marina Souza,brazil,mato grosso,45,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Laura Machado,brazil,amazonas,32,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Thomas Williamson,belgium,south dakota,29,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Lori Chavez,brazil,ceará,26,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Benício Ramos,turkey,vermont,45,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Luiz Felipe Pinto,norway,florida,49,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Luiz Miguel da Mata,brazil,mato grosso,65,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Benjamin Watson,israel,indiana,47,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Robert Sandoval,lao people's democratic republic,wyoming,70,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Victoria Estes,yemen,hawaii,54,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Srta. Ester Ribeiro,france,ohio,49,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Diogo Novaes,saint martin,washington,66,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Joshua Waters,montserrat,south dakota,70,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Maria Eduarda Machado,saint barthelemy,new york,65,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Lara Duarte,cameroon,maine,43,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Alexis Martinez,brazil,acre,43,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Anthony Marshall,saint pierre and miquelon,new hampshire,19,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Camila Nunes,kuwait,hawaii,61,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Luara Cavalcanti,dominican republic,louisiana,62,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
David Stevens,angola,maine,66,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Ana Laura Ribeiro,benin,rhode island,18,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Katherine Russell,new caledonia,arkansas,58,mac,yes,for sure,no,People say it's awesome so I bought it and I like apples
Wendy Stout,brazil,mato grosso do sul,21,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Autumn Bradley,palau,illinois,25,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Brenda Hernandez,ethiopia,north carolina,70,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
Brian Ryan,brazil,rio de janeiro,25,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Shaun Conner,iraq,new york,49,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Penny Serrano,brazil,piauí,23,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Kaique Pinto,brazil,paraíba,37,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Darrell Jordan,brazil,santa catarina,44,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Danielle Nunez,guernsey,indiana,25,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Benicio Moraes,brazil,sergipe,53,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Caitlin Jenkins,romania,indiana,48,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Júlia Nunes,czech republic,idaho,21,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Philip Adams,brazil,amapá,55,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Kimberly Hudson,qatar,michigan,35,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Shannon Jefferson,cameroon,maine,21,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Alicia Hudson,serbia,oregon,43,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Levi Araújo,antarctica (the territory south of 60 deg s),georgia,33,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Miguel Rios,serbia,south dakota,30,mac,yes,for sure,no,People say it's awesome so I bought it and I like apples
Monica Garrison,congo,ohio,35,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Christopher Nichols,sao tome and principe,rhode island,56,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
João Santos,slovakia (slovak republic),colorado,44,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Shannon Collins,cambodia,massachusetts,44,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Teresa Robinson,holy see (vatican city state),california,25,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Jessica Reyes,united arab emirates,arkansas,19,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Liam Fonseca,brazil,paraná,19,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
James Bailey,paraguay,oklahoma,67,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Matthew Oliver,latvia,utah,31,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Alexandre Macedo,poland,virginia,45,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Tammie Leon,brazil,tocantins,29,mac,not at all,for sure,no,People say it's awesome so I bought it and I like apples
Frank Allison,niger,new hampshire,65,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Heather Thompson,seychelles,kentucky,23,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Sara Ward,brazil,distrito federal,18,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Julia Silva,bangladesh,ohio,63,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Thomas Jimenez,maldives,alaska,42,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Howard Wallace,iraq,illinois,38,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
William Stewart,martinique,new hampshire,46,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Marcelo Melo,chad,maine,35,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Gabriel Novais,british virgin islands,michigan,55,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Kevin Rodriguez,brazil,são paulo,25,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
John Riley,philippines,kentucky,42,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Renan Garcia,reunion,tennessee,24,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Abigail Flores,tunisia,new mexico,28,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Tammy Collins,brazil,rio grande do sul,61,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Enzo Ribeiro,holy see (vatican city state),delaware,35,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Angela Sanders,isle of man,west virginia,31,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Eloah Cirino,bahamas,delaware,40,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Stephanie Trujillo,brazil,pernambuco,28,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Ms. Shelly Long,tokelau,north carolina,38,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Tara Kent,turks and caicos islands,nebraska,20,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Mathias da Cunha,bahrain,wisconsin,22,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Alexis White,martinique,north dakota,46,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Brooke Morgan,brazil,rondônia,23,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Lori Salinas,guinea,alaska,34,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Alexandra Hernandez,costa rica,california,36,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Anne Allen,french guiana,massachusetts,31,mac,no,for sure,sometimes,People say it's awesome so I bought it and I like apples
Joshua Sparks,brazil,paraná,43,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Mark Stephenson,bolivia,kansas,46,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Jennifer Dominguez,burkina faso,pennsylvania,41,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Zoe Camargo,brazil,piauí,21,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Dana Grant,liberia,arizona,58,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Rafaela Alves,serbia,maine,33,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
David Mccormick,dominican republic,west virginia,34,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Vicente Nascimento,brazil,amapá,70,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Ana Vargas,brazil,maranhão,29,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Margaret Richardson,brazil,alagoas,60,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Catarina Castro,guyana,oregon,62,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
John Joseph,brazil,distrito federal,36,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Noah Andrade,brazil,espírito santo,35,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Carlos Sherman,brazil,sergipe,31,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Paul Wright,brazil,acre,45,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Richard Carr,brazil,pernambuco,20,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Amanda Floyd,australia,new york,20,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Daniela Rios,brazil,bahia,19,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Amber Aguirre,brazil,mato grosso,42,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Christopher Smith,serbia,oregon,20,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Anthony Williams Jr.,brazil,amazonas,67,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Aaron Davis,brazil,espírito santo,44,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Diana Fisher,myanmar,missouri,44,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Justin Mitchell,martinique,montana,68,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
James Blake,ghana,connecticut,67,mac,yes,yes,no,People say it's awesome so I bought it and I like apples
Michael Rivera,guadeloupe,washington,58,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Michael Yu,brazil,maranhão,20,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Amanda Barros,kyrgyz republic,south dakota,32,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Willie Rollins,cuba,maine,59,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Cynthia Johnson,saint helena,oregon,63,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Brandon Powell,brazil,piauí,50,mac,no,for sure,sometimes,People say it's awesome so I bought it and I like apples
Ashley Carter,tonga,missouri,57,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Vinícius Viana,brazil,piauí,41,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Tracy Reyes,anguilla,indiana,37,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Maysa Freitas,bulgaria,new mexico,30,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Kristen Williams,brazil,tocantins,70,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
